,Filename,FILES_RECEIPTS,INSTITUTIONCODE,REPORTINGDATE,EDI_RECEIPTS,BSIS_RECEIPTS,BSIS_FINAL_RECEIPTS
1507,A1891078310320.xls,1,A189,2020-03-31,,,
1508,A1891078310321.xls,1,A189,2021-03-31,,,
1509,A1891078310322.xls,1,A189,2022-03-31,,,
1510,A1891078310323.xls,1,A189,2023-03-31,,,
1511,A1891078310324.xls,1,A189,2024-03-31,,,
1512,A1891078310520.xls,1,A189,2020-05-31,,,
1513,A1891078310521.xls,1,A189,2021-05-31,,,
1514,A1891078310522.xls,1,A189,2022-05-31,,,
1515,A1891078310523.xls,1,A189,2023-05-31,,,
1516,A1891078310524.xls,1,A189,2024-05-31,,,
1517,A1891078310720.xls,1,A189,2020-07-31,,,
1518,A1891078310721.xls,1,A189,2021-07-31,,,
1519,A1891078310722.xls,1,A189,2022-07-31,,,
1520,A1891078310723.xls,1,A189,2023-07-31,,,
1521,A1891078310724.xls,1,A189,2024-07-31,,,
1522,A1891078310820.xls,1,A189,2020-08-31,,,
1523,A1891078310821.xls,1,A189,2021-08-31,,,
1524,A1891078310822.xls,1,A189,2022-08-31,,,
1525,A1891078310823.xls,1,A189,2023-08-31,,,
1526,A1891078310824.xls,1,A189,2024-08-31,,,
1527,A1891078311020.xls,1,A189,2020-10-31,,,
1528,A1891078311021.xls,1,A189,2021-10-31,,,
1529,A1891078311022.xls,1,A189,2022-10-31,,,
1530,A1891078311023.xls,1,A189,2023-10-31,,,
1531,A1891078311024.xls,1,A189,2024-10-31,,,
1532,A1891078311220.xls,1,A189,2020-12-31,,,
1533,A1891078311221.xls,1,A189,2021-12-31,,,
1534,A1891078311222.xls,1,A189,2022-12-31,,,
1535,A1891078311223.xls,1,A189,2023-12-31,,,
1536,A1891078311224.xls,1,A189,2024-12-31,,,
1537,A1931078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1538,A1931078300420.xls,61,A193,2020-04-30,61.0,61.0,61.0
1539,A1931078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1540,A1931078310320.xls,85,A193,2020-03-31,85.0,85.0,85.0
1541,A1931078310520.xls,71,A193,2020-05-31,57.0,57.0,57.0
1542,A1961078280221.xls,16,A196,2021-02-28,16.0,16.0,16.0
1543,A1961078280222.xls,15,A196,2022-02-28,15.0,15.0,15.0
1544,A1961078280223.xls,26,A196,2023-02-28,26.0,26.0,26.0
1545,A1961078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1546,A1961078290224.xls,19,A196,2024-02-29,28.0,28.0,28.0
1547,A1961078300420.xls,9,A196,2020-04-30,7.0,7.0,7.0
1548,A1961078300421.xls,16,A196,2021-04-30,16.0,16.0,16.0
1549,A1961078300422.xls,16,A196,2022-04-30,16.0,16.0,16.0
1550,A1961078300423.xls,11,A196,2023-04-30,11.0,11.0,11.0
1551,A1961078300424.xls,11,A196,2024-04-30,20.0,20.0,20.0
1552,A1961078300620.xls,13,A196,2020-06-30,7.0,7.0,7.0
1553,A1961078300621.xls,15,A196,2021-06-30,15.0,15.0,15.0
1554,A1961078300622.xls,37,A196,2022-06-30,37.0,37.0,37.0
1555,A1961078300623.xls,18,A196,2023-06-30,18.0,18.0,18.0
1556,A1961078300624.xls,10,A196,2024-06-30,20.0,20.0,20.0
1557,A1961078300920.xls,9,A196,2020-09-30,9.0,9.0,9.0
1558,A1961078300921.xls,18,A196,2021-09-30,18.0,18.0,18.0
1559,A1961078300922.xls,44,A196,2022-09-30,44.0,44.0,44.0
1560,A1961078300923.xls,23,A196,2023-09-30,23.0,23.0,23.0
1561,A1961078300924.xls,11,A196,2024-09-30,11.0,11.0,11.0
1562,A1961078301120.xls,13,A196,2020-11-30,10.0,10.0,10.0
1563,A1961078301121.xls,17,A196,2021-11-30,17.0,17.0,17.0
1564,A1961078301122.xls,28,A196,2022-11-30,28.0,28.0,28.0
1565,A1961078301123.xls,21,A196,2023-11-30,21.0,21.0,21.0
1566,A1961078301124.xls,7,A196,2024-11-30,7.0,7.0,7.0
1567,A1961078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1568,A1961078310121.xls,14,A196,2021-01-31,14.0,14.0,14.0
1569,A1961078310122.xls,15,A196,2022-01-31,15.0,15.0,15.0
1570,A1961078310123.xls,21,A196,2023-01-31,21.0,21.0,21.0
1571,A1961078310124.xls,17,A196,2024-01-31,17.0,17.0,
1572,A1961078310320.xls,10,A196,2020-03-31,10.0,10.0,10.0
1573,A1961078310321.xls,16,A196,2021-03-31,16.0,16.0,16.0
1574,A1961078310322.xls,22,A196,2022-03-31,22.0,22.0,22.0
1575,A1961078310323.xls,30,A196,2023-03-31,30.0,30.0,30.0
1576,A1961078310324.xls,18,A196,2024-03-31,23.0,23.0,23.0
1577,A1961078310520.xls,13,A196,2020-05-31,9.0,9.0,9.0
1578,A1961078310521.xls,10,A196,2021-05-31,10.0,10.0,10.0
1579,A1961078310522.xls,20,A196,2022-05-31,20.0,20.0,20.0
1580,A1961078310523.xls,24,A196,2023-05-31,24.0,24.0,24.0
1581,A1961078310524.xls,14,A196,2024-05-31,21.0,21.0,21.0
1582,A1961078310720.xls,8,A196,2020-07-31,8.0,8.0,8.0
1583,A1961078310721.xls,14,A196,2021-07-31,14.0,14.0,14.0
1584,A1961078310722.xls,35,A196,2022-07-31,35.0,35.0,35.0
1585,A1961078310723.xls,20,A196,2023-07-31,20.0,20.0,20.0
1586,A1961078310724.xls,10,A196,2024-07-31,10.0,10.0,10.0
1587,A1961078310820.xls,11,A196,2020-08-31,11.0,11.0,11.0
1588,A1961078310821.xls,14,A196,2021-08-31,14.0,14.0,14.0
1589,A1961078310822.xls,38,A196,2022-08-31,38.0,38.0,38.0
1590,A1961078310823.xls,14,A196,2023-08-31,14.0,14.0,14.0
1591,A1961078310824.xls,11,A196,2024-08-31,11.0,11.0,11.0
1592,A1961078311020.xls,13,A196,2020-10-31,13.0,13.0,13.0
1593,A1961078311021.xls,26,A196,2021-10-31,26.0,26.0,26.0
1594,A1961078311022.xls,27,A196,2022-10-31,27.0,27.0,27.0
1595,A1961078311023.xls,16,A196,2023-10-31,16.0,16.0,16.0
1596,A1961078311024.xls,8,A196,2024-10-31,8.0,8.0,8.0
1597,A1961078311220.xls,17,A196,2020-12-31,17.0,17.0,17.0
1598,A1961078311221.xls,22,A196,2021-12-31,22.0,22.0,22.0
1599,A1961078311222.xls,28,A196,2022-12-31,28.0,28.0,28.0
1600,A1961078311223.xls,20,A196,2023-12-31,20.0,20.0,20.0
1601,A1971078280221.xls,1,A197,2021-02-28,,,
1602,A1971078280222.xls,1,A197,2022-02-28,,,
1603,A1971078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1604,A1971078300420.xls,1,A197,2020-04-30,,,
1605,A1971078300421.xls,1,A197,2021-04-30,,,
1606,A1971078300422.xls,1,A197,2022-04-30,,,
1607,A1971078300423.xls,1,A197,2023-04-30,,,
1608,A1971078300620.xls,1,A197,2020-06-30,,,
1609,A1971078300621.xls,1,A197,2021-06-30,,,
1610,A1971078300622.xls,1,A197,2022-06-30,,,
1611,A1971078300623.xls,1,A197,2023-06-30,,,
1612,A1971078300920.xls,1,A197,2020-09-30,,,
1613,A1971078300921.xls,1,A197,2021-09-30,,,
1614,A1971078300922.xls,1,A197,2022-09-30,,,
1615,A1971078301120.xls,1,A197,2020-11-30,,,
1616,A1971078301121.xls,1,A197,2021-11-30,,,
1617,A1971078301122.xls,1,A197,2022-11-30,,,
1618,A1971078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1619,A1971078310121.xls,1,A197,2021-01-31,,,
1620,A1971078310122.xls,1,A197,2022-01-31,,,
1621,A1971078310320.xls,1,A197,2020-03-31,,,
1622,A1971078310321.xls,1,A197,2021-03-31,,,
1623,A1971078310322.xls,1,A197,2022-03-31,,,
1624,A1971078310323.xls,1,A197,2023-03-31,,,
1625,A1971078310520.xls,1,A197,2020-05-31,,,
1626,A1971078310521.xls,1,A197,2021-05-31,,,
1627,A1971078310522.xls,1,A197,2022-05-31,,,
1628,A1971078310523.xls,1,A197,2023-05-31,,,
1629,A1971078310720.xls,1,A197,2020-07-31,,,
1630,A1971078310722.xls,1,A197,2022-07-31,,,
1631,A1971078310723.xls,1,A197,2023-07-31,,,
1632,A1971078310820.xls,1,A197,2020-08-31,,,
1633,A1971078310822.xls,1,A197,2022-08-31,,,
1634,A1971078311020.xls,1,A197,2020-10-31,,,
1635,A1971078311021.xls,1,A197,2021-10-31,,,
1636,A1971078311022.xls,1,A197,2022-10-31,,,
1637,A1971078311220.xls,1,A197,2020-12-31,,,
1638,A1971078311221.xls,1,A197,2021-12-31,,,
1639,A1971078311222.xls,1,A197,2022-12-31,,,
1640,A1991078280221.xls,33,A199,2021-02-28,28.0,28.0,28.0
1641,A1991078280222.xls,21,A199,2022-02-28,11.0,11.0,11.0
1642,A1991078280223.xls,71,A199,2023-02-28,67.0,67.0,67.0
1643,A1991078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1644,A1991078290224.xls,75,A199,2024-02-29,1.0,1.0,1.0
1645,A1991078300420.xls,9,A199,2020-04-30,4.0,4.0,4.0
1646,A1991078300421.xls,33,A199,2021-04-30,30.0,30.0,30.0
1647,A1991078300422.xls,61,A199,2022-04-30,59.0,59.0,59.0
1648,A1991078300423.xls,46,A199,2023-04-30,44.0,44.0,44.0
1649,A1991078300424.xls,96,A199,2024-04-30,1.0,1.0,1.0
1650,A1991078300620.xls,9,A199,2020-06-30,3.0,3.0,3.0
1651,A1991078300621.xls,29,A199,2021-06-30,29.0,29.0,29.0
1652,A1991078300622.xls,65,A199,2022-06-30,37.0,37.0,37.0
1653,A1991078300623.xls,82,A199,2023-06-30,74.0,74.0,74.0
1654,A1991078300624.xls,102,A199,2024-06-30,139.0,139.0,139.0
1655,A1991078300920.xls,54,A199,2020-09-30,40.0,40.0,40.0
1656,A1991078300921.xls,34,A199,2021-09-30,29.0,29.0,29.0
1657,A1991078300922.xls,50,A199,2022-09-30,40.0,40.0,40.0
1658,A1991078300923.xls,72,A199,2023-09-30,68.0,68.0,68.0
1659,A1991078300924.xls,82,A199,2024-09-30,82.0,82.0,82.0
1660,A1991078301120.xls,13,A199,2020-11-30,10.0,10.0,10.0
1661,A1991078301121.xls,28,A199,2021-11-30,23.0,23.0,23.0
1662,A1991078301122.xls,59,A199,2022-11-30,41.0,41.0,41.0
1663,A1991078301123.xls,81,A199,2023-11-30,77.0,77.0,77.0
1664,A1991078301124.xls,65,A199,2024-11-30,65.0,65.0,65.0
1665,A1991078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1666,A1991078310121.xls,29,A199,2021-01-31,15.0,15.0,15.0
1667,A1991078310122.xls,21,A199,2022-01-31,11.0,11.0,11.0
1668,A1991078310123.xls,72,A199,2023-01-31,42.0,42.0,42.0
1669,A1991078310124.xls,94,A199,2024-01-31,223.0,137.0,132.0
1670,A1991078310320.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1671,A1991078310321.xls,37,A199,2021-03-31,27.0,27.0,27.0
1672,A1991078310322.xls,61,A199,2022-03-31,59.0,59.0,59.0
1673,A1991078310323.xls,85,A199,2023-03-31,83.0,83.0,83.0
1674,A1991078310324.xls,84,A199,2024-03-31,1.0,1.0,1.0
1675,A1991078310520.xls,9,A199,2020-05-31,3.0,3.0,3.0
1676,A1991078310521.xls,25,A199,2021-05-31,22.0,22.0,22.0
1677,A1991078310522.xls,45,A199,2022-05-31,37.0,37.0,37.0
1678,A1991078310523.xls,108,A199,2023-05-31,63.0,63.0,63.0
1679,A1991078310524.xls,120,A199,2024-05-31,119.0,119.0,119.0
1680,A1991078310720.xls,20,A199,2020-07-31,13.0,13.0,13.0
1681,A1991078310721.xls,28,A199,2021-07-31,23.0,23.0,23.0
1682,A1991078310722.xls,57,A199,2022-07-31,43.0,43.0,43.0
1683,A1991078310723.xls,81,A199,2023-07-31,73.0,73.0,73.0
1684,A1991078310724.xls,91,A199,2024-07-31,91.0,91.0,91.0
1685,A1991078310820.xls,20,A199,2020-08-31,13.0,13.0,13.0
1686,A1991078310821.xls,45,A199,2021-08-31,37.0,37.0,37.0
1687,A1991078310822.xls,65,A199,2022-08-31,43.0,43.0,43.0
1688,A1991078310823.xls,92,A199,2023-08-31,85.0,85.0,85.0
1689,A1991078310824.xls,218,A199,2024-08-31,215.0,215.0,215.0
1690,A1991078311020.xls,21,A199,2020-10-31,11.0,11.0,11.0
1691,A1991078311021.xls,28,A199,2021-10-31,23.0,23.0,23.0
1692,A1991078311022.xls,59,A199,2022-10-31,41.0,41.0,41.0
1693,A1991078311023.xls,81,A199,2023-10-31,77.0,77.0,77.0
1694,A1991078311024.xls,97,A199,2024-10-31,97.0,97.0,97.0
1695,A1991078311220.xls,37,A199,2020-12-31,22.0,22.0,22.0
1696,A1991078311221.xls,29,A199,2021-12-31,29.0,29.0,29.0
1697,A1991078311222.xls,73,A199,2022-12-31,68.0,68.0,68.0
1698,A1991078311223.xls,89,A199,2023-12-31,87.0,87.0,87.0
1699,A1991078311224.xls,126,A199,2024-12-31,126.0,126.0,126.0
1700,PA0011078310120.xls,Error: unconverted data remains: 12,,,,,
1701,PA0011078310320.xls,Error: unconverted data remains: 32,,,,,
1702,PA0021078310320.xls,Error: unconverted data remains: 32,,,,,
1703,PA1241078310820.xls,Error: unconverted data remains: 82,,,,,
1704,PA1291078310722.xls,Error: unconverted data remains: 72,,,,,
1705,PA1581078300620.xls,Error: unconverted data remains: 62,,,,,
1706,PA1601078310523.xls,Error: unconverted data remains: 52,,,,,
1707,PA1631078310324.xls,Error: unconverted data remains: 32,,,,,
1708,PA1971078310321.xls,Error: unconverted data remains: 32,,,,,
