,INSTITUTIONCODE,REPORTINGDATE,DESCRIPTIONNO,PARTICULARS,AMOUNT
380,MF08,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),994000.0
381,MA73,2024-06-30,56,    (e) Share Premium,0.0
382,M081,2024-06-30,11,    (c) Private Securities,0.0
383,MF08,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
384,MF08,2024-06-30,7,    (d) MNOs Float  Balances,0.0
385,M081,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
386,M081,2024-06-30,58,    (g) Retained Earnings,0.0
387,MA73,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
388,MA73,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
389,M876,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),10356000.0
390,M876,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
391,M081,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),1.0
392,MF08,2024-06-30,33,7. TOTAL ASSETS ,63734000.0
393,MA73,2024-06-30,2,    (a) Cash in Hand,2150000.0
394,M081,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
395,M876,2024-06-30,45,           (iii) Other Borrowings,0.0
396,MF08,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),55197000.0
397,MA73,2024-06-30,55, (d) Donations,0.0
398,M081,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
399,MA73,2024-06-30,59,    (h) Profit/Loss,150000.0
400,MA73,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
401,MA73,2024-06-30,30,    (d )Intangible Assets,0.0
402,MF08,2024-06-30,15,    (a) Equity Investment,0.0
403,MF08,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
404,MF08,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),8537000.0
405,M876,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,55000000.0
406,M876,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
407,MF08,2024-06-30,12,    (d) Others,0.0
408,M876,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
409,MF08,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
410,MF08,2024-06-30,18,     (a) Loans to Clients,60520000.0
411,MA73,2024-06-30,47,11.TAX PAYABLES,75000.0
412,M876,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
413,M876,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),99050000.0
414,MF08,2024-06-30,28,    (b) Prepaid Expenses,0.0
415,M876,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
416,MA73,2024-06-30,9,    (a )Treasury Bills,0.0
417,MA73,2024-06-30,17,4. LOANS - NET (sum a:d less e),10050000.0
418,MA73,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),0.0
419,MF08,2024-06-30,9,    (a )Treasury Bills,0.0
420,M876,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
421,MF08,2024-06-30,60,    (i) Other Reserves,0.0
422,MA73,2024-06-30,7,    (d) MNOs Float  Balances,0.0
423,MA73,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
424,MA73,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
425,M081,2024-06-30,15,    (a) Equity Investment,0.0
426,MF08,2024-06-30,5,(ii) Agent-Banking Balances,0.0
427,MF08,2024-06-30,11,    (c) Private Securities,0.0
428,MA73,2024-06-30,54,    (c) Capital Grants,0.0
429,M081,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),0.0
430,M081,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
431,MF08,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
432,MF08,2024-06-30,10,    (b) Other Government Securities,0.0
433,MF08,2024-06-30,4,(i) Non-Agent Banking  Balances,524000.0
434,M876,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
435,MA73,2024-06-30,10,    (b) Other Government Securities,0.0
436,MA73,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
437,M081,2024-06-30,60,    (i) Other Reserves,0.0
438,MF08,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",2710000.0
439,MF08,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),524000.0
440,MF08,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
441,MF08,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
442,MA73,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
443,M876,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
444,M876,2024-06-30,57,    (f) General Reserves,44050000.0
445,M081,2024-06-30,18,     (a) Loans to Clients,0.0
446,MA73,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
447,MA73,2024-06-30,11,    (c) Private Securities,0.0
448,MA73,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
449,M081,2024-06-30,5,(ii) Agent-Banking Balances,0.0
450,MA73,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
451,M081,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
452,MF08,2024-06-30,17,4. LOANS - NET (sum a:d less e),60030000.0
453,MF08,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
454,MA73,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
455,M081,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
456,MF08,2024-06-30,31,    (e) Miscellaneous Assets,0.0
457,M081,2024-06-30,57,    (f) General Reserves,0.0
458,MA73,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),75000.0
459,M876,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
460,M876,2024-06-30,60,    (i) Other Reserves,0.0
461,MA73,2024-06-30,27,    (a) Receivables,0.0
462,MF08,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
463,M081,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
464,MA73,2024-06-30,28,    (b) Prepaid Expenses,0.0
465,MA73,2024-06-30,41,          (v) Other Borrowings,0.0
466,M081,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
467,M081,2024-06-30,2,    (a) Cash in Hand,0.0
468,MA73,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
469,MA73,2024-06-30,5,(ii) Agent-Banking Balances,0.0
470,MF08,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),63734000.0
471,M081,2024-06-30,10,    (b) Other Government Securities,0.0
472,M876,2024-06-30,27,    (a) Receivables,0.0
473,M876,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
474,MF08,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
475,MA73,2024-06-30,24,"    (a) Property, Plant and Equipment",6095000.0
476,M081,2024-06-30,31,    (e) Miscellaneous Assets,0.0
477,M876,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
478,M876,2024-06-30,30,    (d )Intangible Assets,0.0
479,MF08,2024-06-30,54,    (c) Capital Grants,0.0
480,M876,2024-06-30,2,    (a) Cash in Hand,0.0
481,M876,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
482,M876,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
483,MF08,2024-06-30,59,    (h) Profit/Loss,697000.0
484,M876,2024-06-30,5,(ii) Agent-Banking Balances,0.0
485,M876,2024-06-30,24,"    (a) Property, Plant and Equipment",0.0
486,MF08,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
487,MA73,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),4380000.0
488,M876,2024-06-30,56,    (e) Share Premium,0.0
489,M081,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
490,M081,2024-06-30,47,11.TAX PAYABLES,0.0
491,M876,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
492,MF08,2024-06-30,47,11.TAX PAYABLES,225000.0
493,MA73,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
494,M081,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
495,M081,2024-06-30,59,    (h) Profit/Loss,0.0
496,M876,2024-06-30,7,    (d) MNOs Float  Balances,0.0
497,M876,2024-06-30,12,    (d) Others,0.0
498,MA73,2024-06-30,31,    (e) Miscellaneous Assets,0.0
499,MA73,2024-06-30,57,    (f) General Reserves,0.0
500,MF08,2024-06-30,45,           (iii) Other Borrowings,0.0
501,M876,2024-06-30,28,    (b) Prepaid Expenses,0.0
502,M876,2024-06-30,29,    (c )Deffered Tax Assets,0.0
503,M876,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),99050000.0
504,M081,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
505,M876,2024-06-30,17,4. LOANS - NET (sum a:d less e),88694000.0
506,M876,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
507,MF08,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
508,MA73,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20220000.0
509,MA73,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
510,M876,2024-06-30,41,          (v) Other Borrowings,0.0
511,MF08,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
512,M081,2024-06-30,12,    (d) Others,0.0
513,MF08,2024-06-30,34,8. LIABILITIES,0.0
514,M081,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
515,MA73,2024-06-30,12,    (d) Others,0.0
516,M081,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
517,MA73,2024-06-30,34,8. LIABILITIES,0.0
518,MA73,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
519,M876,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
520,M876,2024-06-30,31,    (e) Miscellaneous Assets,0.0
521,MA73,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
522,M081,2024-06-30,55, (d) Donations,0.0
523,MF08,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
524,M081,2024-06-30,9,    (a )Treasury Bills,0.0
525,M081,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),0.0
526,MA73,2024-06-30,4,(i) Non-Agent Banking  Balances,2230000.0
527,MF08,2024-06-30,55, (d) Donations,0.0
528,M081,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
529,M876,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
530,MF08,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
531,M081,2024-06-30,27,    (a) Receivables,1.0
532,M081,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
533,M876,2024-06-30,15,    (a) Equity Investment,0.0
534,M081,2024-06-30,28,    (b) Prepaid Expenses,0.0
535,M081,2024-06-30,41,          (v) Other Borrowings,0.0
536,M876,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),10356000.0
537,M876,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
538,M876,2024-06-30,55, (d) Donations,0.0
539,M081,2024-06-30,34,8. LIABILITIES,0.0
540,MF08,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
541,MF08,2024-06-30,41,          (v) Other Borrowings,0.0
542,MF08,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
543,MF08,2024-06-30,27,    (a) Receivables,0.0
544,M081,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
545,MA73,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
546,M876,2024-06-30,59,    (h) Profit/Loss,0.0
547,M876,2024-06-30,58,    (g) Retained Earnings,0.0
548,MA73,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
549,MF08,2024-06-30,57,    (f) General Reserves,0.0
550,M081,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
551,MA73,2024-06-30,29,    (c )Deffered Tax Assets,0.0
552,M876,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
553,M876,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
554,MA73,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
555,MA73,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
556,M081,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
557,M081,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
558,MF08,2024-06-30,48,12. DIVIDEND PAYABLES,3700000.0
559,M081,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
560,MA73,2024-06-30,45,           (iii) Other Borrowings,0.0
561,M876,2024-06-30,4,(i) Non-Agent Banking  Balances,10356000.0
562,M876,2024-06-30,18,     (a) Loans to Clients,88694000.0
563,M876,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
564,M081,2024-06-30,33,7. TOTAL ASSETS ,1.0
565,M876,2024-06-30,9,    (a )Treasury Bills,0.0
566,M876,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
567,MF08,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,26000000.0
568,MA73,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
569,M876,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
570,M876,2024-06-30,10,    (b) Other Government Securities,0.0
571,MA73,2024-06-30,18,     (a) Loans to Clients,10050000.0
572,MF08,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
573,MF08,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
574,MA73,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
575,MF08,2024-06-30,56,    (e) Share Premium,0.0
576,M081,2024-06-30,30,    (d )Intangible Assets,0.0
577,MF08,2024-06-30,24,"    (a) Property, Plant and Equipment",2850000.0
578,M081,2024-06-30,56,    (e) Share Premium,0.0
579,M876,2024-06-30,34,8. LIABILITIES,0.0
580,MA73,2024-06-30,58,    (g) Retained Earnings,0.0
581,MA73,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
582,M876,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
583,MF08,2024-06-30,2,    (a) Cash in Hand,470000.0
584,M081,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
585,M081,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
586,MF08,2024-06-30,29,    (c )Deffered Tax Assets,0.0
587,MF08,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,490000.0
588,M081,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),0.0
589,MF08,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
590,MA73,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),2230000.0
591,MA73,2024-06-30,33,7. TOTAL ASSETS ,20525000.0
592,MA73,2024-06-30,60,    (i) Other Reserves,80000.0
593,MF08,2024-06-30,58,    (g) Retained Earnings,28500000.0
594,M876,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),0.0
595,M081,2024-06-30,24,"    (a) Property, Plant and Equipment",0.0
596,M081,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
597,MA73,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),20450000.0
598,M081,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),0.0
599,M081,2024-06-30,45,           (iii) Other Borrowings,0.0
600,M081,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,0.0
601,MA73,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),20525000.0
602,MF08,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),140000.0
603,M081,2024-06-30,7,    (d) MNOs Float  Balances,0.0
604,M081,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
605,M081,2024-06-30,54,    (c) Capital Grants,0.0
606,M876,2024-06-30,11,    (c) Private Securities,0.0
607,MF08,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
608,MF08,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
609,M876,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",0.0
610,M081,2024-06-30,29,    (c )Deffered Tax Assets,0.0
611,M876,2024-06-30,47,11.TAX PAYABLES,0.0
612,MA73,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",6095000.0
613,M748,2024-06-30,18,     (a) Loans to Clients,37500000.0
614,M748,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
615,M748,2024-06-30,17,4. LOANS - NET (sum a:d less e),36200000.0
616,M748,2024-06-30,58,    (g) Retained Earnings,8569372.0
617,M748,2024-06-30,31,    (e) Miscellaneous Assets,0.0
618,M748,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),28751700.0
619,MC12,2024-06-30,12,    (d) Others,0.0
620,MC12,2024-06-30,30,    (d )Intangible Assets,0.0
621,M748,2024-06-30,24,"    (a) Property, Plant and Equipment",0.0
622,MC12,2024-06-30,7,    (d) MNOs Float  Balances,0.0
623,MC12,2024-06-30,45,           (iii) Other Borrowings,0.0
624,MC12,2024-06-30,56,    (e) Share Premium,0.0
625,M748,2024-06-30,30,    (d )Intangible Assets,0.0
626,M748,2024-06-30,33,7. TOTAL ASSETS ,38000000.0
627,M748,2024-06-30,7,    (d) MNOs Float  Balances,0.0
628,M748,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,0.0
629,MC12,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
630,M748,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
631,M748,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
632,MC12,2024-06-30,17,4. LOANS - NET (sum a:d less e),29535200.0
633,MC12,2024-06-30,47,11.TAX PAYABLES,70913.0
634,M748,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
635,MC12,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
636,M748,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
637,M748,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
638,MC12,2024-06-30,31,    (e) Miscellaneous Assets,0.0
639,MC12,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),37359398.0
640,MC12,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",5757312.0
641,M748,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
642,M748,2024-06-30,34,8. LIABILITIES,0.0
643,MC12,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
644,M748,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
645,MC12,2024-06-30,24,"    (a) Property, Plant and Equipment",6639000.0
646,MC12,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
647,MC12,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
648,M748,2024-06-30,27,    (a) Receivables,0.0
649,MC12,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
650,MC12,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
651,MC12,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
652,M748,2024-06-30,15,    (a) Equity Investment,0.0
653,M748,2024-06-30,35,9.  BORROWINGS (sum a:b),9248300.0
654,M748,2024-06-30,41,          (v) Other Borrowings,0.0
655,MC12,2024-06-30,34,8. LIABILITIES,0.0
656,M748,2024-06-30,28,    (b) Prepaid Expenses,0.0
657,M748,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
658,MC12,2024-06-30,15,    (a) Equity Investment,0.0
659,MC12,2024-06-30,18,     (a) Loans to Clients,29535200.0
660,MC12,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
661,M748,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
662,M748,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
663,M748,2024-06-30,11,    (c) Private Securities,0.0
664,M748,2024-06-30,10,    (b) Other Government Securities,0.0
665,MC12,2024-06-30,59,    (h) Profit/Loss,-179515.0
666,M748,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,1300000.0
667,MC12,2024-06-30,33,7. TOTAL ASSETS ,37359398.0
668,MC12,2024-06-30,28,    (b) Prepaid Expenses,0.0
669,MC12,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
670,MC12,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
671,M748,2024-06-30,5,(ii) Agent-Banking Balances,0.0
672,MC12,2024-06-30,5,(ii) Agent-Banking Balances,0.0
673,MC12,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,1000000.0
674,M748,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
675,M748,2024-06-30,59,    (h) Profit/Loss,631228.0
676,MC12,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),36288485.0
677,MC12,2024-06-30,57,    (f) General Reserves,16468000.0
678,M748,2024-06-30,2,    (a) Cash in Hand,1800000.0
679,MC12,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),2066886.0
680,MC12,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
681,MC12,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),1070913.0
682,M748,2024-06-30,9,    (a )Treasury Bills,0.0
683,MC12,2024-06-30,2,    (a) Cash in Hand,2066886.0
684,MC12,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
685,MC12,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
686,MC12,2024-06-30,29,    (c )Deffered Tax Assets,0.0
687,MC12,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),881688.0
688,M748,2024-06-30,29,    (c )Deffered Tax Assets,0.0
689,MC12,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
690,M748,2024-06-30,54,    (c) Capital Grants,0.0
691,M748,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
692,M748,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
693,MC12,2024-06-30,55, (d) Donations,0.0
694,M748,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
695,MC12,2024-06-30,41,          (v) Other Borrowings,0.0
696,M748,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
697,M748,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",0.0
698,M748,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),9248300.0
